"","feature","start","end","strand","gene"
"1309","gene",1492616,1493146,"+","cybB"
"1310","gene",1493590,1493658,"+","yncP"
"1311","gene",1494184,1495824,"+","trg"
"1312","gene",1495862,1496785,"-","ydcI"
"1313","gene",1497002,1498345,"+","ydcJ"
"1314","gene",1498570,1500225,"+","opgD"
"1315","gene",1500365,1500589,"+","ydcH"
"1316","gene",1500652,1501191,"+","rimL"
"1317","gene",1501183,1502163,"-","ydcK"
"1318","gene",1502287,1503279,"+","tehA"
"1319","gene",1503276,1503869,"+","tehB"
"1320","gene",1504171,1504839,"+","ydcL"
"1321","pseudogene",1504938,1505363,"-","tnpA"
"1322","gene",1505371,1506579,"+","insQ"
"1323","gene",1506619,1507794,"-","ydcO"
"1324","gene",1507886,1508422,"+","sutR"
"1325","gene",1508495,1510456,"+","rlhA"
"1326","gene",1510548,1510778,"-","yncJ"
"1327","gene",1511000,1511176,"+","hicA"
"1328","gene",1511222,1511638,"+","hicB"
"1329","gene",1511717,1513123,"+","ydcR"
"1330","gene",1513368,1514513,"+","ydcS"
"1331","gene",1514531,1515544,"+","ydcT"
"1332","gene",1515545,1516486,"+","ydcU"
"1333","gene",1516476,1517270,"+","ydcV"
"1334","gene",1517292,1518716,"+","patD"
"1335","gene",1518813,1518908,"-","yncL"
"1336","gene",1519103,1519276,"+","ortT"
"1337","gene",1519362,1519595,"+","ydcY"
"1338","gene",1519596,1520045,"-","ydcZ"
"1339","gene",1520042,1520560,"-","mddA"
"1340","gene",1520741,1521778,"+","curA"
"1341","gene",1521976,1522641,"+","mcbR"
"1342","gene",1522677,1524779,"-","yncD"
"1343","gene",1525021,1526082,"+","yncE"
"1344","gene",1526195,1527694,"-","ansP"
"1345","gene",1527961,1528578,"+","yncG"
"1346","gene",1528654,1528866,"+","yncH"
"1347","gene",1534766,1534999,"+","pptA"
"1348","gene",1534996,1535565,"-","yddH"
"1349","gene",1535738,1536583,"+","nhoA"
"1350","gene",1536679,1537572,"-","yddE"
"1351","gene",1537651,1538331,"-","narI"
"1352","gene",1538328,1539023,"-","narW"
"1353","gene",1539023,1540567,"-","narH"
"1354","gene",1540564,1544304,"-","narZ"
"1355","gene",1544386,1545774,"-","narU"
"1356","pseudogene",1547467,1547742,"-","yddL"
"1357","gene",1548002,1548883,"-","yddG"
"1358","gene",1549115,1552162,"+","fdnG"
"1359","gene",1552175,1553059,"+","fdnH"
"1360","gene",1553052,1553705,"+","fdnI"
"1361","gene",1554112,1554396,"-","yddM"
"1362","gene",1554542,1555552,"-","adhP"
"1363","gene",1555686,1557383,"-","maeA"
"1364","gene",1557540,1557677,"-","sra"
"1365","gene",1557779,1557994,"-","bdm"
"1366","gene",1558339,1558770,"+","osmC"
"1367","gene",1558826,1559752,"-","ddpF"
"1368","gene",1559745,1560731,"-","ddpD"
"1369","gene",1560728,1561624,"-","ddpC"
"1370","gene",1561621,1562643,"-","ddpB"
"1371","gene",1562645,1564195,"-","ddpA"
"1372","gene",1564209,1564790,"-","ddpX"
"1373","gene",1565048,1567447,"-","dosP"
"1374","gene",1567472,1568854,"-","dosC"
"1375","gene",1569218,1570537,"-","digH"
"1376","gene",1570668,1572203,"-","gadC"
"1377","gene",1572359,1573759,"-","gadB"
"1378","gene",1574121,1576904,"-","pqqL"
"1379","gene",1576961,1579333,"-","yddB"
"1380","gene",1579371,1581056,"-","yddA"
"1381","gene",1581347,1582504,"-","ydeM"
"1382","gene",1582556,1584238,"-","ydeN"
"1383","gene",1584640,1585401,"-","ydeO"
"1384","gene",1585476,1585673,"-","safA"
"1385","gene",1585921,1588200,"-","ydeP"
"1386","gene",1588534,1589448,"-","ydeQ"
"1387","gene",1589507,1590010,"-","ydeR"
"1388","gene",1590023,1590553,"-","ydeS"
"1389","pseudogene",1590567,1591793,"-","ydeT"
"1390","gene",1592568,1593890,"-","hipA"
"1391","gene",1593890,1594156,"-","hipB"
"1392","gene",1600331,1601923,"-","lsrK"
"1393","gene",1602002,1602955,"-","lsrR"
"1394","gene",1603204,1604739,"+","lsrA"
"1395","gene",1604733,1605761,"+","lsrC"
"1396","gene",1605761,1606753,"+","lsrD"
"1397","gene",1606765,1607787,"+","lsrB"
"1398","gene",1607814,1608689,"+","lsrF"
"1399","gene",1608713,1609003,"+","lsrG"
"1400","gene",1609060,1609818,"+","tam"
"1401","gene",1609822,1610736,"-","yneE"
"1402","gene",1610943,1612394,"-","uxaB"
"1403","pseudogene",1612621,1613607,"-","dgcF"
"1404","gene",1613680,1614039,"-","yneG"
"1405","gene",1614039,1614965,"-","glsB"
"1406","gene",1615029,1616417,"-","sad"
"1407","gene",1616518,1617399,"+","yneJ"
"1408","gene",1617477,1618592,"+","yneK"
"1409","gene",1618742,1619932,"+","ydeA"
"1410","gene",1619957,1620622,"-","marC"
"1411","gene",1620834,1621268,"+","marR"
"1412","gene",1621288,1621671,"+","marA"
"1413","gene",1621703,1621921,"+","marB"
"1414","gene",1621952,1622851,"-","eamA"
"1415","gene",1623046,1624233,"+","ydeE"
"1416","gene",1624360,1624455,"+","mgtS"
"1417","gene",1624455,1624559,"+","mgtT"
"1418","gene",1624674,1625564,"-","dgcZ"
"1419","gene",1625819,1626211,"-","ydeI"
"1420","gene",1626487,1627005,"+","ydeJ"
"1421","gene",1627049,1629094,"-","dcp"
"1422","gene",1629231,1629977,"+","ydfG"
"1423","gene",1630066,1630752,"+","ydfH"
"1424","gene",1630929,1631132,"+","ydfZ"
"1425","gene",1631167,1632627,"-","ydfI"
"1426","pseudogene",1632716,1634083,"-","ydfJ"
"1427","gene",1634786,1635019,"+","ydfK"
"1428","gene",1635336,1635926,"+","pinQ"
"1429","gene",1636024,1636599,"-","tfaQ"
"1430","gene",1636599,1637561,"-","stfQ"
"1431","gene",1637512,1638081,"-","nohA"
"1432","gene",1638470,1638703,"+","ynfO"
"1433","gene",1638761,1639171,"+","ydfO"
"1434","gene",1639323,1639496,"-","gnsB"
"1435","gene",1639970,1640158,"-","ynfQ"
"1436","gene",1640169,1640381,"-","cspI"
"1437","gene",1640744,1641241,"-","rzpQ"
"1438","gene",1641238,1641771,"-","rrrQ"
"1439","gene",1641768,1642079,"-","ydfR"
"1440","gene",1642084,1642299,"-","essD"
"1441","gene",1642519,1642689,"+","ynfU"
"1442","gene",1643053,1643268,"-","cspB"
"1443","gene",1643569,1643781,"+","cspF"
"1444","gene",1644203,1644955,"-","ydfT"
"1445","gene",1644969,1646018,"-","ydfU"
"1446","gene",1646833,1646988,"-","hokD"
"1447","gene",1647060,1647347,"-","relE"
"1448","gene",1647347,1647586,"-","relB"
"1449","gene",1648119,1648451,"+","flxA"
"1450","gene",1649334,1649564,"-","dicC"
"1451","gene",1649648,1650055,"+","dicA"
"1452","gene",1650222,1650377,"+","ydfA"
"1453","gene",1651323,1651511,"+","dicB"
"1454","gene",1651508,1651699,"+","ydfD"
"1455","gene",1654610,1655629,"-","rspB"
"1456","gene",1655641,1656855,"-","rspA"
"1457","gene",1657061,1657387,"-","ynfA"
"1458","gene",1657522,1657863,"+","ynfB"
"1459","gene",1657898,1658458,"+","speG"
"1460","gene",1658461,1659171,"-","ynfC"
"1461","gene",1659279,1659584,"+","ynfD"
"1462","gene",1659783,1662209,"+","ynfE"
"1463","gene",1662270,1664693,"+","ynfF"
"1464","gene",1664704,1665321,"+","dmsB"
"1465","gene",1665323,1666177,"+","ynfH"
"1466","gene",1666220,1666834,"+","dmsD"
"1467","gene",1666993,1668285,"+","clcB"
"1468","gene",1668238,1668933,"-","bioD"
"1469","gene",1669058,1670278,"-","mlc"
"1470","gene",1670413,1671306,"-","ynfL"
"1471","gene",1671413,1672666,"+","ynfM"
"1472","gene",1673090,1673398,"+","asr"
"1473","gene",1673674,1674495,"+","ydgD"
"1474","gene",1674534,1674863,"-","mdtI"
"1475","gene",1674850,1675215,"-","mdtJ"
"1476","gene",1675627,1676661,"+","tqsA"
"1477","gene",1676686,1678074,"-","pntB"
"1478","gene",1678085,1679617,"-","pntA"
"1479","gene",1680141,1681085,"+","ydgH"
"1480","gene",1681271,1682653,"+","ydgI"
"1481","gene",1682690,1683412,"+","folM"
"1482","gene",1683409,1683744,"-","ydgC"
"1483","gene",1683873,1684592,"+","rstA"
"1484","gene",1684596,1685897,"+","rstB"
"1485","gene",1685973,1686902,"+","tus"
"1486","gene",1686899,1688302,"-","fumC"
"1487","gene",1688445,1690091,"-","fumB"
"1488","gene",1690290,1691465,"+","manA"
"1489","gene",1691566,1693074,"+","ydgA"
"1490","gene",1693300,1694565,"-","uidC"
"1491","gene",1694604,1695977,"-","uidB"
"1492","gene",1695974,1697785,"-","uidA"
"1493","gene",1698176,1698766,"-","uidR"
"1494","gene",1698987,1699754,"-","hdhA"
"1495","gene",1699866,1700894,"-","malI"
"1496","gene",1701069,1702661,"+","malX"
"1497","gene",1702671,1703843,"+","malY"
"1498","gene",1703947,1704948,"+","add"
"1499","gene",1704982,1706022,"-","ydgJ"
"1500","gene",1706265,1706390,"+","blr"
"1501","gene",1706663,1706878,"+","ydgT"
"1502","gene",1706964,1707404,"+","ydgK"
"1503","gene",1707481,1708062,"+","rsxA"
"1504","gene",1708062,1708640,"+","rsxB"
"1505","gene",1708633,1710855,"+","rsxC"
"1506","gene",1710856,1711914,"+","rsxD"
"1507","gene",1711918,1712538,"+","rsxG"
"1508","gene",1712542,1713237,"+","rsxE"
"1509","gene",1713237,1713872,"+","nth"
"1510","gene",1714483,1715985,"+","dtpA"
"1511","gene",1716091,1716696,"+","gstA"
"1512","gene",1716740,1717603,"-","pdxY"
"1513","gene",1717662,1718936,"-","tyrS"
"1514","gene",1719065,1719721,"-","pdxH"
"1515","gene",1719780,1720109,"-","mliC"
"1516","gene",1720207,1721316,"-","anmK"
"1517","gene",1721590,1722057,"+","slyB"
"1518","gene",1722104,1722538,"-","slyA"
"1519","gene",1722739,1722975,"+","ydhI"
"1520","gene",1722978,1723835,"+","ydhJ"
"1521","gene",1723835,1725847,"+","ydhK"
"1522","gene",1725848,1726369,"-","sodC"
"1523","gene",1726450,1727346,"-","ydhF"
"1524","gene",1727395,1727634,"-","ydhL"
"1525","gene",1727737,1728336,"+","nemR"
"1526","gene",1728373,1729470,"+","nemA"
"1527","gene",1729551,1729958,"+","gloA"
"1528","gene",1730061,1730708,"+","rnt"
"1529","gene",1730801,1735417,"+","lhr"
"1530","gene",1735468,1735815,"-","grxD"
"1531","gene",1736149,1736964,"+","mepH"
"1532","gene",1737092,1737673,"+","sodB"
"1533","gene",1737835,1739004,"-","ydhP"
"1534","gene",1739170,1739259,"-","ynhF"
"1535","gene",1739558,1740583,"+","purR"
"1536","gene",1740580,1741512,"-","punR"
"1537","gene",1741625,1742836,"+","punC"
"1538","gene",1743127,1744275,"+","cfa"
"1539","gene",1744315,1744956,"-","ribE"
"1540","gene",1745171,1746544,"+","mdtK"
"1541","gene",1746585,1747841,"-","ydhQ"
"1542","tRNA",1748149,1748225,"+","tRNA-Val"
"1543","tRNA",1748230,1748306,"+","tRNA-Val"
"1544","gene",1748414,1748719,"+","ydhR"
"1545","gene",1748845,1750449,"+","ydhS"
"1546","gene",1750461,1751273,"-","ydhT"
"1547","gene",1751277,1752062,"-","ydhU"
"1548","gene",1752059,1752727,"-","ydhX"
"1549","gene",1752791,1753429,"-","ydhW"
"1550","gene",1753442,1755628,"-","ydhV"
"1551","gene",1755565,1756191,"-","ydhY"
"1552","gene",1756646,1756855,"-","fumD"
"1553","gene",1757412,1758824,"+","pykF"
"1554","gene",1759135,1759371,"+","lpp"
"1555","gene",1759435,1760439,"-","ldtE"
"1556","gene",1760588,1761004,"-","sufE"
"1557","gene",1761017,1762237,"-","sufS"
"1558","gene",1762234,1763505,"-","sufD"
"1559","gene",1763480,1764226,"-","sufC"
"1560","gene",1764236,1765723,"-","sufB"
"1561","gene",1765732,1766100,"-","sufA"
"1562","gene",1766648,1766836,"-","ydiH"
"1563","gene",1766936,1767346,"-","menI"
"1564","gene",1767343,1770399,"-","ydiJ"
"1565","gene",1770788,1771900,"+","ydiK"
"1566","gene",1772086,1772193,"+","rprA"
"1567","gene",1772329,1772685,"+","ydiL"
"1568","gene",1772785,1773999,"+","ydiM"
"1569","gene",1774226,1775491,"+","ydiN"
"1570","gene",1775503,1776369,"+","ydiB"
"1571","gene",1776400,1777158,"+","aroD"
"1572","gene",1777301,1778896,"+","ydiF"
"1573","gene",1778910,1780061,"+","ydiO"
"1574","gene",1780104,1781015,"-","ydiP"
"1575","gene",1781331,1782095,"+","ydiQ"
"1576","gene",1782115,1783053,"+","ydiR"
"1577","gene",1783109,1784398,"+","ydiS"
"1578","gene",1784395,1784688,"+","ydiT"
"1579","gene",1784745,1786391,"+","fadK"
"1580","gene",1786448,1788826,"-","ppsA"
"1581","gene",1789159,1789992,"+","ppsR"
"1582","gene",1790149,1791195,"+","aroH"
"1583","gene",1791327,1791518,"+","hemP"
"1584","gene",1791522,1792958,"-","selO"
"1585","gene",1793021,1793734,"-","ydiV"
"1586","gene",1793981,1794445,"-","nlpC"
"1587","gene",1794523,1795272,"-","btuD"
"1588","gene",1795272,1795823,"-","btuE"
"1589","gene",1795886,1796866,"-","btuC"
"1590","gene",1796967,1797266,"-","ihfA"
"1591","gene",1797271,1799658,"-","pheT"
"1592","gene",1799673,1800656,"-","pheS"
"1593","gene",1800940,1800984,"-","pheM"
"1594","gene",1801107,1801463,"-","rplT"
"1595","gene",1801516,1801713,"-","rpmI"
"1596","gene",1801810,1802352,"-","infC"
"1597","gene",1802356,1804284,"-","thrS"
"1598","pseudogene",1804808,1806707,"+","espL1"
"1599","gene",1807039,1807797,"-","ydiY"
"1600","gene",1808084,1809013,"+","pfkB"
"1601","gene",1809114,1809404,"+","ghoS"
"1602","gene",1809510,1810370,"+","yniA"
"1603","gene",1810411,1810947,"-","yniB"
"1604","gene",1811094,1811762,"+","hxpB"
"1605","gene",1811925,1812515,"+","ydjM"
"1606","gene",1812648,1814039,"+","tcyP"
"1607","gene",1815135,1815398,"-","cedA"
"1608","gene",1815581,1817842,"+","katE"
"1609","gene",1818100,1818849,"-","chbG"
"1610","gene",1818862,1820214,"-","celF"
"1611","gene",1820319,1821161,"-","chbR"
"1612","gene",1821169,1821519,"-","chbA"
"1613","gene",1821570,1822928,"-","chbC"
"1614","gene",1823013,1823333,"-","chbB"
"1615","gene",1823632,1823970,"-","osmE"
"1616","gene",1824172,1824999,"+","nadE"
"1617","gene",1825229,1826116,"+","cho"
"1618","gene",1826076,1826651,"-","ves"
"1619","gene",1826854,1827339,"-","spy"
"1620","gene",1827669,1828637,"-","astE"
"1621","gene",1828630,1829973,"-","astB"
"1622","gene",1829970,1831448,"-","astD"
"1623","gene",1831445,1832479,"-","astA"
"1624","gene",1832476,1833696,"-","astC"
"1625","gene",1834142,1834948,"+","xthA"
"1626","gene",1835115,1835825,"+","ydjX"
"1627","gene",1835830,1836507,"+","ydjY"
"1628","gene",1836522,1837229,"+","ydjZ"
"1629","gene",1837229,1837777,"+","ynjA"
"1630","gene",1837787,1838953,"+","ynjB"
"1631","gene",1838926,1840461,"+","ynjC"
"1632","gene",1840461,1841114,"+","ynjD"
"1633","gene",1841181,1842488,"+","ynjE"
"1634","gene",1842497,1843117,"-","ynjF"
"1635","gene",1843204,1843611,"+","nudG"
"1636","gene",1843577,1843849,"-","ynjH"
"1637","gene",1844085,1845428,"+","gdhA"
"1638","gene",1845545,1846585,"-","ynjI"
"1639","gene",1846713,1848674,"-","topB"
"1640","gene",1848679,1849722,"-","selD"
"1641","gene",1849839,1850390,"-","ydjA"
"1642","gene",1850551,1852407,"+","sppA"
"1643","gene",1852574,1853590,"+","ansA"
"1644","gene",1853601,1854242,"+","pncA"
"1645","gene",1854335,1855693,"-","ydjE"
"1646","gene",1855810,1856568,"-","ydjF"
"1647","gene",1856705,1857685,"-","ydjG"
"1648","gene",1857695,1858642,"-","ydjH"
"1649","gene",1858647,1859483,"-","ydjI"
"1650","gene",1859504,1860547,"-","ydjJ"
"1651","gene",1860564,1861943,"-","ydjK"
"1652","gene",1861970,1863046,"-","ydjL"
"1653","gene",1863416,1863688,"-","yeaC"
"1654","gene",1863730,1864143,"-","msrB"
"1655","gene",1864485,1865480,"+","gapA"
"1656","gene",1865564,1866448,"+","yeaD"
"1657","gene",1866496,1867350,"-","yeaE"
"1658","gene",1867440,1868186,"-","mipA"
"1659","gene",1868622,1870556,"+","yeaG"
"1660","gene",1870669,1871952,"+","yeaH"
"1661","gene",1872099,1873574,"+","cdgI"
"1662","gene",1873755,1875245,"+","dgcJ"
"1663","gene",1875288,1875791,"+","yeaK"
"1664","gene",1876066,1876512,"+","yeaL"
"1665","gene",1876469,1877290,"-","nimR"
"1666","gene",1877387,1878568,"+","nimT"
"1667","gene",1878623,1878970,"+","yeaO"
"1668","gene",1878992,1879246,"-","yoaF"
"1669","gene",1879429,1880454,"+","dgcP"
"1670","gene",1880487,1880585,"+","yoaK"
"1671","gene",1880588,1880662,"+","yoaJ"
"1672","gene",1880721,1880969,"-","yeaQ"
"1673","gene",1881117,1881299,"-","yoaG"
"1674","gene",1881303,1881662,"-","yeaR"
"1675","gene",1881835,1882473,"-","leuE"
"1676","gene",1882600,1883523,"-","dmlR"
"1677","gene",1883626,1884711,"+","dmlA"
"1678","pseudogene",1884866,1886347,"+","yeaV"
"1679","gene",1886379,1887503,"+","yeaW"
"1680","gene",1887559,1888524,"+","yeaX"
"1681","gene",1888578,1889693,"-","rnd"
"1682","gene",1889775,1891460,"-","fadD"
"1683","gene",1891665,1892246,"-","yeaY"
"1684","gene",1892286,1892981,"-","tsaB"
"1685","gene",1893039,1894949,"-","yoaA"
"1686","gene",1895081,1895425,"+","yoaB"
"1687","gene",1895847,1896146,"+","yoaC"
"1688","gene",1896266,1896445,"-","yoaH"
"1689","gene",1896519,1897880,"+","pabB"
"1690","gene",1897884,1898462,"+","nudL"
"1691","gene",1898646,1900010,"+","sdaA"
"1692","gene",1900141,1901739,"+","pdeD"
"1693","gene",1901743,1903299,"-","yoaE"
"1694","gene",1903762,1904733,"+","manX"
"1695","gene",1904796,1905596,"+","manY"
"1696","gene",1905609,1906460,"+","manZ"
"1697","gene",1906515,1906973,"+","yobD"
"1698","gene",1907402,1907968,"+","mntP"
"1699","gene",1907965,1908774,"-","rlmA"
"1700","gene",1908940,1909149,"-","cspE"
"1701","gene",1909162,1909305,"-","yobF"
"1702","gene",1909975,1910262,"-","yebO"
"1703","gene",1910337,1910480,"-","mgrB"
"1704","gene",1910639,1910878,"+","yobH"
"1705","gene",1911022,1911813,"-","kdgR"
"1706","gene",1911990,1913363,"+","yebQ"
"1707","gene",1913409,1914290,"-","htpX"
"1708","gene",1914482,1916530,"-","prc"
"1709","gene",1916550,1917248,"-","proQ"
"1710","gene",1917345,1917842,"-","msrC"
"1711","gene",1917972,1919255,"+","yebS"
"1712","gene",1919224,1921857,"+","yebT"
"1713","gene",1921937,1923376,"+","rsmF"
"1714","gene",1923494,1923730,"+","yebV"
"1715","gene",1923835,1924026,"+","yebW"
"1716","gene",1924027,1924683,"-","pphA"
"1717","gene",1925079,1925420,"-","yebY"
"1718","gene",1925433,1926305,"-","copD"
"1719","gene",1926309,1926683,"-","yobA"
"1720","gene",1926822,1927052,"+","holE"
"1721","gene",1927154,1927810,"+","yobB"
"1722","gene",1927834,1928496,"+","exoX"
"1723","gene",1928493,1930553,"-","ptrB"
"1724","gene",1930762,1931421,"-","yebE"
"1725","gene",1931748,1932104,"-","yebF"
"1726","gene",1932171,1932461,"-","yebG"
"1727","gene",1932595,1933773,"+","purT"
"1728","gene",1933829,1934470,"-","kdgA"
"1729","gene",1934507,1936318,"-","edd"
"1730","gene",1936553,1938028,"-","zwf"
"1731","gene",1938366,1939235,"+","hexR"
"1732","gene",1939363,1940805,"+","pyk"
"1733","gene",1940936,1941907,"-","lpxM"
"1734","gene",1942027,1943349,"-","mepM"
"1735","gene",1943365,1944297,"-","znuA"
"1736","gene",1944376,1945131,"+","znuC"
"1737","gene",1945128,1945913,"+","znuB"
"1738","gene",1946060,1947070,"-","ruvB"
"1739","gene",1947079,1947690,"-","ruvA"
"1740","gene",1947829,1947894,"-","yobI"
"1741","gene",1947965,1948567,"+","yebB"
"1742","gene",1948569,1949090,"-","ruvC"
"1743","gene",1949125,1949865,"-","yebC"
"1744","gene",1949894,1950346,"-","nudB"
"1745","gene",1950464,1952236,"-","aspS"
"1746","gene",1952546,1953112,"+","yecD"
"1747","gene",1953109,1953927,"+","yecE"
"1748","gene",1953980,1954375,"+","yecN"
"1749","gene",1954416,1955159,"+","cmoA"
"1750","gene",1955156,1956127,"+","cmoB"
"1751","gene",1956292,1958721,"-","torZ"
"1752","gene",1958746,1959846,"-","torY"
"1753","gene",1960234,1960980,"-","cutC"
"1754","gene",1960994,1961560,"-","yecM"
"1755","gene",1961776,1963509,"+","argS"
"1756","gene",1963551,1963595,"-","yecV"
"1757","gene",1963686,1964174,"+","yecT"
"1758","gene",1964294,1964686,"-","flhe"
"1759","gene",1964686,1966764,"-","flhA"
"1760","gene",1966757,1967905,"-","flhB"
"1761","gene",1968107,1968751,"-","cheZ"
"1762","gene",1968762,1969151,"-","cheY"
"1763","gene",1969166,1970215,"-","cheB"
"1764","gene",1970218,1971078,"-","cheR"
"1765","gene",1971097,1972698,"-","tap"
"1766","gene",1972744,1974405,"-","tar"
"1767","gene",1974550,1975053,"-","cheW"
"1768","gene",1975074,1977038,"-","cheA"
"1769","gene",1977043,1977969,"-","motB"
"1770","gene",1977966,1978853,"-","motA"
"1771","gene",1978980,1979558,"-","flhC"
"1772","gene",1979561,1979911,"-","flhD"
"1773","gene",1981890,1982318,"+","uspC"
"1774","gene",1982325,1983749,"-","otsA"
"1775","gene",1983724,1984524,"-","otsB"
"1776","gene",1984691,1985677,"-","araH"
"1777","gene",1985692,1987206,"-","araG"
"1778","gene",1987276,1988265,"-","araF"
"1779","gene",1989062,1989565,"+","ftnB"
"1780","gene",1989644,1989895,"-","yecJ"
"1781","gene",1990010,1990096,"-","azuC"
"1782","gene",1990359,1990682,"+","yecR"
"1783","gene",1990853,1991350,"+","ftnA"
"1784","gene",1991388,1991627,"-","yecH"
"1785","gene",1991818,1993029,"+","tyrP"
"1786","gene",1993091,1993756,"-","yecA"
"1787","tRNA",1993952,1994038,"-","tRNA-Leu"
"1788","tRNA",1994051,1994124,"-","tRNA-Cys"
"1789","tRNA",1994179,1994254,"-","tRNA-Gly"
"1790","gene",1994406,1994954,"-","pgsA"
"1791","gene",1995011,1996843,"-","uvrC"
"1792","gene",1996840,1997496,"-","uvrY"
"1793","gene",1997955,1998179,"+","yecF"
"1794","gene",1998247,1998969,"-","sdiA"
"1795","gene",1999199,1999951,"-","yecC"
"1796","gene",1999948,2000616,"-","tcyL"
"1797","gene",2000631,2001617,"-","dcyD"
"1798","gene",2001722,2002522,"-","tcyJ"
"1799","gene",2002610,2003161,"-","fliZ"
"1800","gene",2003207,2003926,"-","fliA"
"1801","gene",2004247,2005743,"-","fliC"
"1802","gene",2006009,2007415,"+","fliD"
"1803","gene",2007440,2007850,"+","fliS"
"1804","gene",2007850,2008215,"+","fliT"
"1805","gene",2008293,2009780,"+","amyA"
"1806","gene",2009814,2010227,"-","yedD"
"1807","gene",2010414,2011619,"+","yedE"
"1808","gene",2011616,2011849,"+","yedF"
"1809","gene",2011958,2012626,"+","yedK"
"1810","gene",2012737,2013216,"+","yedL"
"1811","gene",2014837,2015151,"-","fliE"
"1812","gene",2015366,2017024,"+","fliF"
"1813","gene",2017017,2018012,"+","fliG"
"1814","gene",2018005,2018691,"+","fliH"
"1815","gene",2018691,2020064,"+","fliI"
"1816","gene",2020083,2020526,"+","fliJ"
"1817","gene",2020523,2021650,"+","fliK"
"1818","gene",2021755,2022219,"+","fliL"
"1819","gene",2022224,2023228,"+","fliM"
"1820","gene",2023225,2023638,"+","fliN"
"1821","gene",2023641,2024006,"+","fliO"
"1822","gene",2024006,2024743,"+","fliP"
"1823","gene",2024753,2025022,"+","fliQ"
"1824","gene",2025030,2025815,"+","fliR"
"1825","gene",2026105,2026728,"+","rcsA"
"1826","gene",2026772,2026960,"-","dsrB"
"1827","gene",2027123,2027350,"+","yodD"
"1828","gene",2027648,2028463,"+","yedP"
"1829","gene",2028460,2030154,"-","yedQ"
"1830","gene",2030325,2030507,"-","yodC"
"1831","gene",2030586,2031503,"-","yedI"
"1832","gene",2031676,2032596,"+","yedA"
"1833","gene",2032585,2033055,"-","vsr"
"1834","gene",2033036,2034454,"-","dcm"
"1835","gene",2034521,2035216,"-","yedJ"
"1836","gene",2035256,2035537,"-","drpB"
"1837","pseudogene",2036188,2037380,"+","ompC"
"1838","gene",2037972,2038823,"+","hchA"
"1839","gene",2038931,2040289,"-","hprS"
"1840","gene",2040289,2040960,"-","hprR"
"1841","gene",2041093,2041506,"+","hiuH"
"1842","gene",2041615,2042619,"+","msrP"
"1843","gene",2042620,2043255,"+","msrQ"
"1844","gene",2043512,2044162,"+","zinT"
"1845","gene",2044505,2045035,"+","yodB"
"1846","tRNA",2045605,2045694,"-","tRNA-Ser"
"1847","gene",2045788,2046585,"+","mtfA"
"1848","tRNA",2046686,2046761,"+","tRNA-Asn"
"1849","gene",2047075,2054151,"+","yeeJ"
"1850","gene",2055780,2057096,"+","shiA"
"1851","gene",2057198,2058652,"+","amn"
"1852","gene",2058995,2059711,"+","yeeN"
"1853","tRNA",2060164,2060239,"-","tRNA-Asn"
"1854","gene",2060340,2061983,"-","yeeO"
"1855","tRNA",2061988,2062063,"+","tRNA-Asn"
"1856","gene",2062101,2063051,"-","cbl"
"1857","gene",2063153,2064070,"-","nac"
"1858","tRNA",2064397,2064472,"+","tRNA-Asn"
"1859","gene",2064528,2065463,"-","ldtA"
"1860","gene",2065525,2066604,"-","cobT"
"1861","gene",2066616,2067359,"-","cobS"
"1862","gene",2067356,2067901,"-","cobU"
"1863","gene",2073676,2076795,"+","agn43"
"1864","gene",2078445,2078891,"+","yeeS"
"1865","gene",2078954,2079175,"+","yeeT"
"1866","gene",2079249,2079617,"+","cbtA"
"1867","gene",2079706,2080080,"+","cbtA"
"1868","gene",2080077,2080271,"+","yeeW"
"1869","gene",2081169,2081498,"-","tmaR"
"1870","gene",2081670,2082728,"-","yeeA"
"1871","gene",2082926,2083399,"-","sbmC"
"1872","gene",2083518,2084684,"-","dacD"
"1873","gene",2084893,2086320,"+","sbcB"
"1874","gene",2086363,2086590,"-","tsuB"
"1875","gene",2086604,2087662,"-","yeeE"
"1876","gene",2087841,2089199,"-","plaP"
"1877","gene",2089189,2089251,"-","yoeI"
"1878","gene",2089466,2090395,"-","yeeY"
"1879","gene",2090441,2091265,"-","yeeZ"
"1880","gene",2091348,2091602,"-","yoeB"
"1881","gene",2091599,2091850,"-","yefM"
"1882","gene",2092133,2092183,"+","hisL"
"1883","gene",2092329,2093228,"+","hisG"
"1884","gene",2093234,2094538,"+","hisD"
"1885","gene",2094535,2095605,"+","hisC"
"1886","gene",2095605,2096672,"+","hisB"
"1887","gene",2096672,2097262,"+","hisH"
"1888","gene",2097262,2097999,"+","hisA"
"1889","gene",2097981,2098757,"+","hisF"
"1890","gene",2098751,2099362,"+","hisIE"
"1891","gene",2099458,2100438,"-","wzzB"
"1892","gene",2100584,2101750,"-","ugd"
"1893","gene",2101999,2103405,"-","gndA"
"1894","pseudogene",2103533,2103886,"-","wbbL"
"1895","pseudogene",2105083,2105526,"-","wbbL"
"1896","gene",2105528,2106646,"-","wbbK"
"1897","gene",2106631,2107221,"-","wbbJ"
"1898","gene",2107202,2108194,"-","wbbI"
"1899","gene",2108197,2109363,"-","wzy"
"1900","gene",2109363,2110466,"-","glf"
"1901","gene",2110474,2111721,"-","wzx"
"1902","gene",2111718,2112275,"-","rfbC"
